year,interpolated,trend,fluctuation
-541653.82,211.2,,
-542740.21,205,,
-543844.87,203.6,,
-544885.99,208.1,,
-545864.91,210.3,,
-546830.15,209.6,,
-547806.68,209.7,,
-548770.78,204.6,,
-549720.11,202.5,,
-550230.73,208.8,,
-550582.55,213.6,,
-551381.09,215.2,,
-552111.09,219.9,,
-552681.56,221.7,,
-553020.92,222.3,,
-553245.99,226.3,,
-553619.39,222.1,,
-553808.65,220.3,,
-554479.62,223.6,,
-555158.35,224.3,,
-555842.35,226.7,,
-556407.02,233.9,,
-556923.29,241,,
-557198.65,243,,
-557385.05,249.1,,
-557657.14,244,,
-557838.21,250.5,,
-558154.56,245.6,,
-558306.02,240.4,,
-558777.69,238.1,,
-559316.01,234.5,,
-559636.76,229.7,,
-559872.62,230.2,,
-560436.62,230.3,,
-560965.6,228.3,,
-561450.74,231.6,,
-561888.07,231.9,,
-562310.49,234.6,,
-562655.6,234.1,,
-563134.85,240.1,,
-563535.74,242.3,,
-563927.9,245.7,,
-564310.56,245.8,,
-564724.36,247.6,,
-565134.3,251.4,,
-565538.96,252.4,,
-565895.64,252.6,,
-566245.3,251.4,,
-566588.64,253.7,,
-566918.35,254.3,,
-567239.49,253.9,,
-567548.65,254.5,,
-567884.89,253.2,,
-568204.14,253.9,,
-568534.24,252.8,,
-568930.15,253,,
-569314.59,250.2,,
-569683.93,251.3,,
-570067.25,250,,
-570463.46,251.3,,
-570862.13,251.8,,
-571261.44,251.8,,
-571633.36,249.6,,
-571974.69,251.6,,
-572315.5,250.3,,
-572669.87,246.31,,
-573053.52,247.66,,
-573475.75,249.19,,
-573913.02,248.72,,
-574364.65,251.77,,
-574806,251.86,,
-575233.96,252.08,,
-575654.53,248.86,,
-576112.85,252.54,,
-576599.1,252.9,,
-577115.1,251.3,,
-577653.85,251.34,,
-578196.35,251.08,,
-578742.35,249.06,,
-579280.55,252.92,,
-579833.12,251.47,,
-580210.5,244.14,,
-580401.78,243.81,,
-580814,236.17,,
-581118.65,230.26,,
-581546.53,225.21,,
-581928.3,219.41,,
-582454.53,215.45,,
-582836.3,209.88,,
-583574.25,206.68,,
-583958.8,210.64,,
-586720.84,223.96,,
-587171.85,225.99,,
-587888.67,234.4,,
-588279.35,238.78,,
-588940.9,246.35,,
-589425.35,250.2,,
-590040.15,248.1,,
-590488.8,243.56,,
-591019.47,237.38,,
-592383.47,225.68,,
-592785.52,229.39,,
-593561.25,233.16,,
-594046.75,238.15,,
-594863.81,237.98,,
-595436.47,232.92,,
-596221.56,221.22,,
-596791.13,216.44,,
-597803.61,216.27,,
-598329.75,219.02,,
-599218.22,225.97,,
-599814.63,229.38,,
-601255.15,232.45,,
-602600.75,237.86,,
-603949.15,239.14,,
-605303.15,244.53,,
-606625.91,248.48,,
-607979.3,254.58,,
-609247.3,259.22,,
-610429.5,257.74,,
-611551.01,257.82,,
-611600.63,259.68,,
-612761.97,258.14,,
-613942.8,256.19,,
-615140.6,252.75,,
-616299.12,252.9,,
-616356.6,252.73,,
-617609.57,252.64,,
-618953.75,248.29,,
-620283.75,245.89,,
-621651.45,243.53,,
-622950.73,243.89,,
-623054.95,239.19,,
-624496.95,237.93,,
-625397.92,235.02,,
-626047.5,228.51,,
-626969.43,215.71,,
-627830.1,205.76,,
-629139.62,199.52,,
-629769.85,205.27,,
-629866.1,200.78,,
-631526.32,200.46,,
-632356.94,196.5,,
-634077.54,193.1,,
-634881.14,195.95,,
-635009.03,194.86,,
-636521.56,194,,
-637714.37,195.33,,
-639418.27,188.85,,
-640372.25,190.18,,
-642074.6,191.38,,
-642856.65,191.56,,
-644300.83,195.31,,
-645150.65,195.82,,
-646376.95,189.89,,
-647254.85,191.85,,
-648612.42,193.48,,
-649191.1,196.17,,
-650348.46,189.25,,
-650947.1,193.44,,
-652104.26,187.27,,
-652708.95,186.79,,
-653730.25,192.87,,
-654438.65,194.82,,
-655524.35,200,,
-656132.65,200.35,,
-657181.09,192.93,,
-657654.21,189.23,,
-657722,190.88,,
-658764.1,184.1,,
-659293.82,187.38,,
-659411.9,185.68,,
-660463.55,188.43,,
-661118.32,193.97,,
-661215.9,191.59,,
-662282.18,189.69,,
-662796.61,193.91,,
-662877.55,190.86,,
-663937.52,191.02,,
-664320.4,192.55,,
-664408.09,187.77,,
-665321.94,180.17,,
-665836.52,180.54,,
-666753.36,174.77,,
-667409.86,173.71,,
-668415.26,177.71,,
-668915.54,180.67,,
-669819.3,187.66,,
-670296.32,191.51,,
-671070.75,194.88,,
-671457.93,196.83,,
-672150.88,194.79,,
-672761.38,197.13,,
-673696.11,201.12,,
-674229.38,204.67,,
-675028.4,211.69,,
-675406.53,216.12,,
-676530.74,222.57,,
-677152.31,219.96,,
-677600.74,216.59,,
-678328.18,218.21,,
-678741.62,220.09,,
-679455.37,229.16,,
-679735.17,232.7,,
-680312.58,233.61,,
-680627.61,233.11,,
-681225.67,225.81,,
-681669.93,227.9,,
-682343.71,221.31,,
-682740.09,219.14,,
-683457.86,220.24,,
-683828.75,222.7,,
-684423.68,225.64,,
-684758.06,224.36,,
-685294.84,221.82,,
-685679.87,220.62,,
-686269.11,220.63,,
-686581.81,222.62,,
-687154.04,222.7,,
-687445.5,222.97,,
-688000.38,226.73,,
-688300.13,227.65,,
-688809.87,227.64,,
-689157.83,230.67,,
-689693.26,232.07,,
-689951.45,232.27,,
-690474.65,235.8,,
-690736.39,236.45,,
-691221.83,239.29,,
-691467.67,238.42,,
-691967.96,239.38,,
-692318.34,243.56,,
-692832.46,239.3,,
-693077.09,238.47,,
-693574.04,243.7,,
-693821.29,237.76,,
-694280.35,239.34,,
-694536.82,240.46,,
-694949.14,239.31,,
-695259.26,239.8,,
-695732.31,236.8,,
-695981.88,238.74,,
-696434.89,238.05,,
-696644.83,238.13,,
-697090.29,239.44,,
-697342.45,238.42,,
-697746.68,239.88,,
-698039,241.03,,
-698505.54,240.9,,
-698753.23,241.83,,
-699215.75,238.86,,
-699439.02,239.01,,
-699864.71,239.73,,
-700103.69,237.21,,
-700485.02,236.72,,
-700814.84,236.61,,
-701268.53,235.42,,
-701524.52,232.46,,
-701993.15,230.88,,
-702200.92,232.16,,
-702734.27,232.18,,
-703009.98,230.59,,
-703468.52,233.35,,
-703796.07,232.28,,
-704250.52,232.83,,
-704581.81,233.54,,
-705053.34,234.04,,
-705243.91,235.09,,
-705726.95,237.18,,
-706053.2,237.66,,
-706492.95,236.05,,
-706710.74,236.05,,
-707310.7,238.85,,
-707643.73,233.51,,
-708199.68,233.58,,
-708413.45,233.11,,
-708959.15,234.84,,
-709453.79,231.43,,
-709909.55,230.51,,
-710456.45,227.03,,
-710983.36,224.9,,
-711399.04,225.39,,
-712021.47,224.12,,
-712243.73,224,,
-713312.5,223.89,,
-714065.58,227.64,,
-714403.8,227.08,,
-715115.73,223.14,,
-715565.38,227.58,,
-716310.16,213.6,,
-716585.91,210.51,,
-717348.27,198.43,,
-717955.48,189.88,,
-718778.35,193.46,,
-719287.18,200.82,,
-720087.29,212.03,,
-720590.76,217.04,,
-721407.52,219.2,,
-721689.86,218.96,,
-722505.81,216.1,,
-722994.59,212.11,,
-723780.23,212.55,,
-724142,214.01,,
-724975.36,210.48,,
-725474.43,211.49,,
-726249.59,211.08,,
-726576.86,211.43,,
-727898.5,210.07,,
-728593.9,210.24,,
-728987.53,211.08,,
-729836.94,210.01,,
-730260.31,212.17,,
-730908.31,210.16,,
-731184.23,210.7,,
-731861,211.62,,
-732321.75,213.73,,
-732993.5,208.11,,
-733329,207.72,,
-734022.23,210.6,,
-734462.62,216.15,,
-735134.57,214.66,,
-735409.91,217.88,,
-736107.31,217.19,,
-736522.22,213.14,,
-737269.82,206.92,,
-737660.12,204.52,,
-738580.99,191.74,,
-739174.56,185.61,,
-740106.45,185.4,,
-740460.92,183.39,,
-741329.9,184.77,,
-741874.13,189.14,,
-742644.75,188.65,,
-743062.17,187.33,,
-743959.08,188.18,,
-744523.14,188.97,,
-745671.05,187.29,,
-746619.93,190.24,,
-747177.04,187.92,,
-747940.2,187.95,,
-748336.88,187.54,,
-749262.93,188.68,,
-749814.18,190.17,,
-750706.44,192.08,,
-751036.25,191.3,,
-751973.87,193.55,,
-752565.88,197.5,,
-753489.07,195.43,,
-753934.65,203.9,,
-755114.58,199.05,,
-755586.83,203.3,,
-756566.17,208.1,,
-756850.68,209.45,,
-757785.45,213.61,,
-758362.42,218.35,,
-759135.69,222.72,,
-759561.88,226.94,,
-759878.21,223.02,,
-760108.27,225.37,,
-760516.06,225.62,,
-760939.94,222.71,,
-761864.49,216.64,,
-762166.04,214.69,,
-763101.8,214,,
-763770.58,219.95,,
-764676.88,223.89,,
-765181.82,222.93,,
-765586.64,233.66,,
-765851.48,229.41,,
-766188.5,232.12,,
-766808.91,230.62,,
-767747.16,224.86,,
-768117.26,223.82,,
-769061.38,221.64,,
-769651.42,225.87,,
-770599.15,230.63,,
-771020.67,229.56,,
-771519.33,236.32,,
-771812.67,234.24,,
-772175.26,239.71,,
-772474.56,243.89,,
-772737.96,246.49,,
-772995.64,243.85,,
-773249.82,246.03,,
-773684.47,237.78,,
-774044.14,239.23,,
-774958.81,238.39,,
-775538.01,241.74,,
-776332.26,245.32,,
-776782.7,248.92,,
-777681.75,247.3,,
-778232.79,252.46,,
-779057.98,254.93,,
-779367.55,254.69,,
-780188.92,254.43,,
-780719.44,252.52,,
-781562.83,257.21,,
-781886.68,251.51,,
-782728.45,257.44,,
-783198.53,255.02,,
-784261.76,260.92,,
-785034.08,255.85,,
-785519.05,259.66,,
-786189.6,262.23,,
-786563.26,264.35,,
-787355.51,269.36,,
-787803.57,266,,
-788479.24,257.2,,
-788691.87,257.02,,
-789494.04,238.64,,
-789953.01,235.49,,
-790639.41,227.38,,
-791056.88,230.55,,
-792030.78,224.69,,
-792617.3,214.45,,
-793519.39,213.36,,
-793852.76,218.39,,
-795122.45,208.79,,
-795687.32,204.62,,
-796852.59,198.79,,
-797378.82,197.91,,
-798681.3,200.49,,
-801236.06,198.68,,
-802872.09,198.66,,
-803709.25,202.65,,
-803925.28,202.92,,
-804009.87,207.5,,
-804522.67,204.86,,
-805132.44,202.23,,
-805668.87,207.29,,
